	NCT Number	Title	Locations	Status	Study Results	Conditions	Gender	Age	Phases	Enrollment	URL	Location_Country	Location_City_or_State	Location_Institution	Start Date	Completion Date	First Posted	Last Update Posted	Funded Bys	Study Type	Trial_Duration_Days	Trial_Duration_Months	Trial_Duration_Category	Enrollment_Category
365	NCT04493307	THE EVALUATION OF HEMOSTASIS IN HOSPITALIZED COVID-19 PATIENTS	SINAI CENTER FOR THROMBOSIS RESEARCH, BALTIMORE, MARYLAND, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	CHILD, ADULT, OLDER ADULT		100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04493307	UNITED STATES OF AMERICA	MARYLAND	SINAI CENTER FOR THROMBOSIS RESEARCH	2020-06-01	2021-06-01	2020-07-01	2020-10-01	OTHER|INDUSTRY	OBSERVATIONAL	365.0	12.0	7 - 12 months	51 - 100
366	NCT04333628	CHLOROQUINE FOR MILD SYMPTOMATIC AND ASYMPTOMATIC COVID-19	HAEMEK MEDICAL CENTER, AFULA, ISRAEL	TERMINATED	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	5.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04333628	ISRAEL	AFULA	HAEMEK MEDICAL CENTER	2020-06-01	2020-09-01	2020-04-01	2020-10-01	OTHER	INTERVENTIONAL	92.0	3.0	1 - 3 months	less then 10
367	NCT04285801	CRITICALLY ILL PATIENTS WITH COVID-19 IN HONG KONG: A MULTICENTRE OBSERVATIONAL COHORT STUDY	PAMELA YOUDE NETHERSOLE EASTERN HOSPITAL, HONG KONG, HONG KONG|PRINCE OF WALES HOSPITAL, HONG KONG, HONG KONG|PRINCESS MARGARET HOSPITAL, HONG KONG, HONG KONG	COMPLETED	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT		8.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04285801	HONG KONG S.A.R.	HONG KONG	PAMELA YOUDE NETHERSOLE EASTERN HOSPITAL	2020-02-01	2020-02-01	2020-02-01	2020-03-01	OTHER	OBSERVATIONAL	0.0	0.0	less then 1 month	less then 10
368	NCT04541979	AEROSOLISERAT DNASE FOR TREATMENT OF RESPIRATORY FAILURE IN SEVERE COVID-19	LUND ED, LUND, SWEDEN	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04541979	SWEDEN	LUND	LUND ED	2020-06-01	2020-12-01	2020-09-01	2020-09-01	OTHER	INTERVENTIONAL	183.0	6.0	4 - 6 months	51 - 100
369	NCT04365738	PULMONARY REHABILITATION IN POST-ACUTE PERIOD OF COVID-19 INFECTION	ISTANBUL BILGI UNIVERSITY, ISTANBUL, TURKEY	COMPLETED	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT	NOT APPLICABLE	270.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04365738	TURKEY	ISTANBUL	ISTANBUL BILGI UNIVERSITY	2020-03-01	2020-04-01	2020-04-01	2020-04-01	OTHER	INTERVENTIONAL	31.0	1.0	1 - 3 months	201 - 500
370	NCT04330599	LONGITUDINAL POPULATION-BASED OBSERVATIONAL STUDY OF COVID-19 IN THE UK POPULATION	QUEEN MARY UNIVERSITY OF LONDON, LONDON, COUNTY (OPTIONAL), UNITED KINGDOM	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	CHILD, ADULT, OLDER ADULT		12000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04330599	UNITED KINGDOM	COUNTY (OPTIONAL)	QUEEN MARY UNIVERSITY OF LONDON	2020-05-01	2025-04-01	2020-04-01	2020-10-01	OTHER	OBSERVATIONAL	1796.0	59.0	2 - 5 years	over 10000
371	NCT04429763	SAFETY AND EFFICACY OF MESENCHYMAL STEM CELLS IN THE MANAGEMENT OF SEVERE COVID-19 PNEUMONIA		NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	30.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04429763	NAN	NAN	NAN	2020-07-01	2020-11-01	2020-06-01	2020-06-01	INDUSTRY|OTHER	INTERVENTIONAL	123.0	4.0	4 - 6 months	11 - 50
372	NCT04372628	TRIAL OF EARLY THERAPIES DURING NON-HOSPITALIZED OUTPATIENT WINDOW FOR COVID-19	UNIVERSITY OF COLORADO SCHOOL OF MEDICINE, AURORA, COLORADO, UNITED STATES|BETH ISRAEL DEACONESS MEDICAL CENTER, BOSTON, MASSACHUSETTS, UNITED STATES|UNIVERSITY OF MISSISSIPPI MEDICAL CENTER, JACKSON, MISSISSIPPI, UNITED STATES|OREGON HEALTH & SCIENCE UNIVERSITY, PORTLAND, OREGON, UNITED STATES|VANDERBILT UNIVERSITY MEDICAL CENTER, NASHVILLE, TENNESSEE, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	600.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04372628	UNITED STATES OF AMERICA	TENNESSEE	UNIVERSITY OF COLORADO SCHOOL OF MEDICINE	2020-06-01	2021-05-01	2020-05-01	2020-09-01	OTHER|INDUSTRY	INTERVENTIONAL	334.0	11.0	7 - 12 months	501 - 1000
373	NCT04427865	UTILITY OF LACTOFERRIN AS A PREVENTIVE AGENT FOR HEALTHCARE WORKERS EXPOSED TO COVID-19		NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	200.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04427865	NAN	NAN	NAN	2020-07-01	2020-11-01	2020-06-01	2020-06-01	OTHER	INTERVENTIONAL	123.0	4.0	4 - 6 months	101 - 200
374	NCT04514627	NEUROMODULATION WITH PERCUTANEOUS ELECTRICAL NERVE FIELD STIMULATION FOR ADULTS WITH COVID-19	OLIVE VIEW-UCLA MEDICAL CENTER, SYLMAR, CALIFORNIA, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04514627	UNITED STATES OF AMERICA	CALIFORNIA	OLIVE VIEW-UCLA MEDICAL CENTER	2020-07-01	2021-07-01	2020-08-01	2020-08-01	OTHER	INTERVENTIONAL	365.0	12.0	7 - 12 months	51 - 100
375	NCT04421027	A STUDY OF BARICITINIB (LY3009104) IN PARTICIPANTS WITH COVID-19	"MERCY GILBERT MEDICAL CENTER, GILBERT, ARIZONA, UNITED STATES|VALLEYWISE HEALTH, PHOENIX, ARIZONA, UNITED STATES|ST JOSEPHS HOSPITAL AND MEDICAL CENTER, PHOENIX, ARIZONA, UNITED STATES|HOAG MEMORIAL HOSPITAL PRESBYTERIAN, NEWPORT BEACH, CALIFORNIA, UNITED STATES|SHARP MEMORIAL HOSPITAL, SAN DIEGO, CALIFORNIA, UNITED STATES|SAN FRANCISCO VA MEDICAL CENTER, SAN FRANCISCO, CALIFORNIA, UNITED STATES|TORRANCE MEMORIAL MEDICAL CENTER, TORRANCE, CALIFORNIA, UNITED STATES|HOLY CROSS HOSPITAL INC., FORT LAUDERDALE, FLORIDA, UNITED STATES|WESTCHESTER GENERAL HOSPITAL, MIAMI, FLORIDA, UNITED STATES|GRADY HEALTH SYSTEM, ATLANTA, GEORGIA, UNITED STATES|ATLANTA VA MEDICAL CENTER, DECATUR, GEORGIA, UNITED STATES|GREAT LAKES CLINICAL TRIALS, CHICAGO, ILLINOIS, UNITED STATES|PARKVIEW RESEARCH CENTER, FORT WAYNE, INDIANA, UNITED STATES|COMMUNITY HOSPITAL SOUTH, INDIANAPOLIS, INDIANA, UNITED STATES|WHITE OAK MEDICAL CENTER, ADVENTIST HEALTHCARE, SILVER SPRING, MARYLAND, UNITED STATES|SOUTH SHORE HOSPITAL, WEYMOUTH, MASSACHUSETTS, UNITED STATES|HENRY FORD HOSPITAL, DETROIT, MICHIGAN, UNITED STATES|RENOWN REGIONAL MED. CENTER, RENO, NEVADA, UNITED STATES|SUNY DOWNSTATE, BROOKLYN, NEW YORK, UNITED STATES|EAST CAROLINA UNIVERSITY, GREENVILLE, NORTH CAROLINA, UNITED STATES|OSU MED INTL MED HOUSTON CTR, TULSA, OKLAHOMA, UNITED STATES|OREGON HEALTH AND SCIENCE UNIVERSITY, PORTLAND, OREGON, UNITED STATES|TEMPLE UNIV SCHOOL OF MED, PHILADELPHIA, PENNSYLVANIA, UNITED STATES|SWEDISH MEDICAL CENTER, SEATTLE, WASHINGTON, UNITED STATES|MULTICARE HEALTH SYSTEM, TACOMA, WASHINGTON, UNITED STATES|CLÃ-NICA ZABALA, CIUDAD DE BUENOS AIRES, AR, ARGENTINA|HOSPITAL Z.G.A.D ""EVITA PUEBLO"", BERAZATEGUI, BUENOS AIRES, ARGENTINA|SANATORIO DE LA TRINIDAD MITRE, CABA, BUENOS AIRES, ARGENTINA|FUNDACION SANATORIO GUEMES, CABA, BUENOS AIRES, ARGENTINA|CASA HOSPITAL SAN JUAN DE DIOS, RAMOS MEJÍA, BUENOS AIRES, ARGENTINA|HOSPITAL INTERZONAL GENERAL DE AGUDOS ""EVA PERON"", SAN MARTIN, BUENOS AIRES, ARGENTINA|CENTROS DE INVESTIGACIONES CLI-NICAS. CLINICA VIEDMA, VIEDMA, RIO NEGRO, ARGENTINA|CLINICA CENTRAL S.A., VILLA REGINA, RIO NEGRO, ARGENTINA|CLINICA ADVENTISTA DE BELGRANO, CIUDAD AUTONOMA BUENOS AIRES, ARGENTINA|HOSPITAL SAN ROQUE, CORDOBA, ARGENTINA|HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS - HSJ - SECRETARIA DE SAUDE DE FORTALEZA, FORTALEZA, CEARA, BRAZIL|HOSPITAL FELÍCIO ROCHO, BELO HORIZONTE, MINAS GERAIS, BRAZIL|CENTRO HOSPITALAR DE REABILITACAO ANA CAROLINA MOURA XAVIER, CURITIBA, PARANA, BRAZIL|CEPETI CENTRO DE ENSINO E PESQUISA EM TERAPIA INTENSIVA, CURITIBA, PARANÁ, BRAZIL|CPCLIN, NATAL, RIO GRANDE DO NORTE, BRAZIL|HOSPITAL DE CLINICAS DE PORTO ALEGRE, PORTO ALEGRE, RS, BRAZIL|HOSPITAL CARLOS FERNANDO MALZONI MATAO, MATAO, SAO PAULO, BRAZIL|PESQUISARE, SANTO ANDRE, SAO PAULO, BRAZIL|PRAXIS PESQUISA MEDICA, SANTO ANDRÉ, SAO PAULO, BRAZIL|FACULDADE DE MEDICINA DO ABC, SANTO ANDRE, SP, BRAZIL|UPECLIN - UNIDADE DE PESQUISA CLÍNICA DA FACULDADE DE MEDICINA DE BOTUCATU - UNESP, BOTUCATU, SÃO PAULO, BRAZIL|IPECC - INSTITUTO DE PESQUISA CLINICA DE CAMPINAS, CAMPINAS, SÃO PAULO, BRAZIL|HOSPITAL PUC-CAMPINAS, CAMPINAS, SÃO PAULO, BRAZIL|CECIP - CENTRO DE ESTUDOS DO INTERIOR PAULISTA, JAÚ, SÃO PAULO, BRAZIL|CEMEC - CENTRO MULTIDISCIPLINAR DE ESTUDOS CLINICOS EPP LTDA, SÃO BERNARDO DO CAMPO, SÃO PAULO, BRAZIL|REAL E BENEMERITA ASSOCIAÇÃO PORTUGUESA DE BENEFICIENCIA, SÃO PAULO, BRAZIL|HOSPITAL ALEMÃO OSWALDO CRUZ, SÃO PAULO, BRAZIL|UNIVERSIDADE FEDERAL DE SÃO PAULO - ESCOLA PAULISTA DE MEDICINA, SÃO PAULO, BRAZIL|HOSPITAL SANTA PAULA, SÃO PAULO, BRAZIL|CASA DE SAUDE SANTA MARCELINA - CENTRO DE PESQUISA CLINICA, SÃO PAULO, BRAZIL|UNIVERSITÄTSKLINIKUM ERLANGEN, ERLANGEN, BAYERN, GERMANY|KLINIKUM RECHTS DER ISAR DER TU MÜNCHEN, MÜNCHEN, BAYERN, GERMANY|UNIVERSITÄTSKLINIKUM SCHLESWIG-HOLSTEIN, KIEL, SCHLESWIG-HOLSTEIN, GERMANY|KLINIKUM CHEMNITZ GGMBH, CHEMNITZ, GERMANY|OSPEDALE SS ANNUNZIATA, CHIETI SCALO, CHIETI, ITALY|INMI LAZZARO SPALLANZANI, ROMA, ROME, ITALY|OSPEDALE LUIGI SACCO, MILANO, ITALY|OSPEDALE NIGUARDA CA GRANDA, MILANO, ITALY|NUOVO OSPEDALE DI PRATO S. STEFANO, PRATO, ITALY|YOKOHAMA MUNICIPAL CITIZEN'S HOSPITAL, YOKOHAMA, KANAGAWA, JAPAN|EDOGAWA MEDICARE HOSPITAL, EDOGAWA-KU, TOKYO, JAPAN|TOKYO MEDICAL UNIVERSITY HACHIOJI MEDICAL CENTER, HACHIOJI, TOKYO, JAPAN|KOREA UNIVERSITY ANSAN HOSPITAL, ANSAN-SI, GYEONGGI-DO, KOREA, REPUBLIC OF|AJOU UNIVERSITY HOSPITAL, SUWON, GYEONGGI-DO, KOREA, REPUBLIC OF|SEOUL MEDICAL CENTER, SEOUL, KOREA, REPUBLIC OF|SEOUL NATIONAL UNIVERSITY BORAMAE MEDICAL CENTER, SEOUL, KOREA, REPUBLIC OF|INSTITUTO NACIONAL DE CARDIOLOGIA IGNACIO CHAVEZ, MEXICO, DF, MEXICO|INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS, MEXICO, DF, MEXICO|INSTITUTO NACIONAL DE CANCEROLOGIA, MEXICO CITY, FD, MEXICO|HOSPITAL GENERAL AGUSTÍN O'HORÁN, YUCATAN, MERIDA, MEXICO|ITESM CAMPUS MONTERREY, MONTERREY, NUEVO LEON, MEXICO|HOSPITAL UNIVERSITARIO ""DR. JOSE ELEUTERIO GONZALEZ"", MONTERREY, NUEVO LEÓN, MEXICO|INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN- MEDICINA CRITICA, FEDERAL DISTRICT, MEXICO|ADVANCED CLINICAL RESEARCH, LLC, BAYAMON, PUERTO RICO|GCM MEDICAL GROUP, PSC- HATO REY, SAN JUAN, PUERTO RICO|CITY CLINICAL HOSPITAL #15 NAMED AFTER O.M. FILATOV, MOSCOW, RUSSIAN FEDERATION|FIRST MOSCOW STATE MEDICAL UNIVERSITY N.A. SECHENOV, MOSCOW, RUSSIAN FEDERATION|SAINT-PETERSBURG CITY POKROVSKAYA HOSPITAL, SAINT-PETERSBURG, RUSSIAN FEDERATION|HOSPITAL TXAGORRITXU, VITORIA, ALAVA, SPAIN|HOSPITAL UNIVERSITARIO QUIRONSALUD MADRID, POZUELO DE ALARCON, MADRID, SPAIN|HOSPITAL UNIVERSITARIO INFANTA LEONOR-INTERNAL MED, MADRID, SPAIN|HOSPITAL CLINICO SAN CARLOS, MADRID, SPAIN|HOSPITAL CLÍNICO UNIVERSITARIO DE VALENCIA, VALENCIA, SPAIN|THE ROYAL CORNWALL HOSPITAL, TRURO, CORNWALL, UNITED KINGDOM|BARNET HOSPITAL, BARNET, HERTS, UNITED KINGDOM|ST. GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST, LONDON, UNITED KINGDOM"	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 3	600.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04421027	UNITED KINGDOM	LONDON	MERCY GILBERT MEDICAL CENTER	2020-06-01	2020-12-01	2020-06-01	2020-10-01	INDUSTRY	INTERVENTIONAL	183.0	6.0	4 - 6 months	501 - 1000
376	NCT04380792	PREVALENCE OF DVT OR PE IN PATIENTS INFECTED WITH COVID-19 ADMITTED TO HOSPITAL	MANUEL MONREAL, BADALONA, BARCELONA, SPAIN	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL			5000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04380792	SPAIN	BARCELONA	MANUEL MONREAL	2020-04-01	2025-06-01	2020-05-01	2020-05-01	OTHER	OBSERVATIONAL	1887.0	62.0	5 - 10 years	1001 - 5000
377	NCT04376879	PREDICTING THE NEED FOR INTUBATION IN HOSPITALISED COVID-19 PATIENTS (PRED ICU COVID19)	LOUIS MOURIER HOSPITAL (AP-HP), COLOMBES, FRANCE|BRABOIS HOSPITAL (CHRU DE NANCY), VANDŒUVRE-LÈS-NANCY, FRANCE	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT		384.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04376879	FRANCE	VANDŒUVRE-LÈS-NANCY	LOUIS MOURIER HOSPITAL (AP-HP)	2020-05-01	2020-11-01	2020-05-01	2020-05-01	OTHER	OBSERVATIONAL	184.0	6.0	4 - 6 months	201 - 500
378	NCT04480424	STUDY TO EVALUATE THE SAFETY AND EFFICACY OF HIGH DOSE INTRAVENOUS IMMUNE GLOBULIN (IVIG) PLUS STANDARD MEDICAL TREATMENT (SMT) VERSUS SMT ALONE IN PARTICIPANTS IN INTENSIVE CARE UNIT (ICU) WITH CORONAVIRUS DISEASE (COVID-19)	CHI HEALTH, OMAHA, NEBRASKA, UNITED STATES|WAKE FOREST BAPTIST MEDICAL CENTER, WINSTON-SALEM, NORTH CAROLINA, UNITED STATES|MULTICARE DEACONNESS HOSPITAL, SPOKANE, WASHINGTON, UNITED STATES|MULTICARE TACOMA GENERAL HOSPITAL, TACOMA, WASHINGTON, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04480424	UNITED STATES OF AMERICA	WASHINGTON	CHI HEALTH	2020-09-01	2021-02-01	2020-07-01	2020-09-01	INDUSTRY	INTERVENTIONAL	153.0	5.0	4 - 6 months	51 - 100
379	NCT04304053	TREATMENT OF COVID-19 CASES AND CHEMOPROPHYLAXIS OF CONTACTS AS PREVENTION	DEPARTAMENT DE SALUT, BARCELONA, SPAIN	COMPLETED	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 3	2300.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04304053	SPAIN	BARCELONA	DEPARTAMENT DE SALUT	2020-03-01	2020-06-01	2020-03-01	2020-06-01	OTHER	INTERVENTIONAL	92.0	3.0	1 - 3 months	1001 - 5000
380	NCT04361500	REGISTRY OF COVID-19 PATIENTS TREATED WITH THE SERAPH 100 MICROBIND AFFINITY BLOOD FILTER	ACADEMIC TEACHING HOSPITAL BRUNSWICK, BRUNSWICK, LOWER SAXONY, GERMANY|HANNOVER MEDICAL SCHOOL, HANNOVER, GERMANY	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT		100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04361500	GERMANY	HANNOVER	ACADEMIC TEACHING HOSPITAL BRUNSWICK	2020-04-01	2021-10-01	2020-04-01	2020-04-01	OTHER	OBSERVATIONAL	548.0	18.0	1 - 2 years	51 - 100
381	NCT04484545	PROGNOSTIC FACTORS IN PATIENTS ADMITTED TO AN URBAN TEACHING HOSPITAL WITH COVID-19 INFECTION	GLASGOW ROYAL INFIRMARY, GLASGOW, UNITED KINGDOM	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT		250.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04484545	UNITED KINGDOM	GLASGOW	GLASGOW ROYAL INFIRMARY	2020-04-01	2021-06-01	2020-07-01	2020-07-01	OTHER	OBSERVATIONAL	426.0	14.0	1 - 2 years	201 - 500
382	NCT04586153	STUDY TO ASSESS THE EFFECT OF MEPLAZUMAB ON COVID-19		NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	456.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04586153	NAN	NAN	NAN	2020-10-01	2021-04-01	2020-10-01	2020-10-01	INDUSTRY	INTERVENTIONAL	182.0	6.0	4 - 6 months	201 - 500
383	NCT04355143	COLCHICINE TO REDUCE CARDIAC INJURY IN COVID-19 (COLHEART-19)	UCLA RONALD REAGAN MEDICAL CENTER, LOS ANGELES, CALIFORNIA, UNITED STATES|UCLA SANTA MONICA HOSPITAL, SANTA MONICA, CALIFORNIA, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	150.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04355143	UNITED STATES OF AMERICA	CALIFORNIA	UCLA RONALD REAGAN MEDICAL CENTER	2020-05-01	2021-04-01	2020-04-01	2020-05-01	OTHER	INTERVENTIONAL	335.0	11.0	7 - 12 months	101 - 200
384	NCT04362085	COAGULOPATHY OF COVID-19: A PRAGMATIC RANDOMIZED CONTROLLED TRIAL OF THERAPEUTIC ANTICOAGULATION VERSUS STANDARD CARE	ST. MICHAEL'S HOSPITAL, TORONTO, ONTARIO, CANADA	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 3	462.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04362085	CANADA	ONTARIO	ST. MICHAEL'S HOSPITAL	2020-05-01	2020-12-01	2020-04-01	2020-09-01	OTHER	INTERVENTIONAL	214.0	7.0	7 - 12 months	201 - 500
385	NCT04372004	COMPARISON OF THE EFFICACY OF RAPID TESTS TO IDENTIFY COVID-19 INFECTION (CATCH COVID-19)	TEXAS CARDIAC ARRHYTHMIA INSTITUTE, AUSTIN, TEXAS, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 1	100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04372004	UNITED STATES OF AMERICA	TEXAS	TEXAS CARDIAC ARRHYTHMIA INSTITUTE	2020-05-01	2021-06-01	2020-05-01	2020-08-01	OTHER	INTERVENTIONAL	396.0	13.0	1 - 2 years	51 - 100
386	NCT04351620	HIGH-DOSE HYDROXYCHLOROQUINE FOR THE TREATMENT OF AMBULATORY PATIENTS WITH MILD COVID-19	UNIVERSITY OF CHICAGO, CHICAGO, ILLINOIS, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 1	20.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04351620	UNITED STATES OF AMERICA	ILLINOIS	UNIVERSITY OF CHICAGO	2020-04-01	2020-06-01	2020-04-01	2020-04-01	OTHER	INTERVENTIONAL	61.0	2.0	1 - 3 months	11 - 50
387	NCT04374903	HYDROXYCHLOROQUINE IN COMBINATION WITH AZITHROMYCIN OR SIROLIMUS FOR TREATING COVID-19 PATIENTS	KING HUSSEIN CANCER CENTER, AMMAN, JORDAN	NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID-19 PATIENTS	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	58.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04374903	JORDAN	AMMAN	KING HUSSEIN CANCER CENTER	2020-05-01	2020-09-01	2020-05-01	2020-05-01	OTHER	INTERVENTIONAL	123.0	4.0	4 - 6 months	51 - 100
388	NCT04583592	CAMOSTAT EFFICACY VS. PLACEBO FOR OUTPATIENT TREATMENT OF COVID-19 (CAMELOT)	CULLMAN CLINICAL TRIALS, CULLMAN, ALABAMA, UNITED STATES|RELIABLE CLINICAL RESEARCH, LLC, HIALEAH, FLORIDA, UNITED STATES|A+ RESEARCH, MIAMI, FLORIDA, UNITED STATES|NEXTPHASE RESEARCH ALLIANCE (AT CANO HEALTH), MIAMI, FLORIDA, UNITED STATES|EZY MEDICAL RESEARCH, MIAMI, FLORIDA, UNITED STATES|INVICTUS CLINICAL RESEARCH GROUP, LLC, POMPANO BEACH, FLORIDA, UNITED STATES|FAMILY CARE RESEARCH, BOISE, IDAHO, UNITED STATES|MASSACHUSETTS GENERAL HOSPITAL, BOSTON, MASSACHUSETTS, UNITED STATES|OAKLAND MEDICAL RESEARCH CENTER, TROY, MICHIGAN, UNITED STATES|CARY RESEARCH GROUP, CARY, NORTH CAROLINA, UNITED STATES|STAT RESEARCH, SPRINGBORO, OHIO, UNITED STATES|TOLEDO INSTITUTE OF CLINICAL RESEARCH, INC., TOLEDO, OHIO, UNITED STATES|ADVANCED MEDICAL TRIALS, GEORGETOWN, TEXAS, UNITED STATES|NEXT INNOVATIVE CLINICAL RESEARCH, HOUSTON, TEXAS, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT	PHASE 2	300.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04583592	UNITED STATES OF AMERICA	TEXAS	CULLMAN CLINICAL TRIALS	2020-11-01	2021-01-01	2020-10-01	2020-11-01	INDUSTRY	INTERVENTIONAL	61.0	2.0	1 - 3 months	201 - 500
389	NCT04372368	CONVALESCENT PLASMA FOR THE TREATMENT OF PATIENTS WITH COVID-19	CHILDREN'S HOSPITAL COLORADO, AURORA, COLORADO, UNITED STATES|UNIVERSITY OF COLORADO HOSPITAL, AURORA, COLORADO, UNITED STATES|UCHEALTH MEMORIAL HOSPITAL NORTH, COLORADO SPRINGS, COLORADO, UNITED STATES|DENVER HEALTH MEDICAL CENTER, DENVER, COLORADO, UNITED STATES|UCHEALTH POUDRE VALLEY HOSPITAL, FORT COLLINS, COLORADO, UNITED STATES|UCHEALTH HIGHLANDS RANCH HOSPITAL, HIGHLANDS RANCH, COLORADO, UNITED STATES	NO LONGER AVAILABLE	NO RESULTS AVAILABLE	COVID-19|SARS-COV 2	ALL	ADULT, OLDER ADULT			HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04372368	UNITED STATES OF AMERICA	COLORADO	CHILDREN'S HOSPITAL COLORADO			2020-05-01	2020-08-01	OTHER	EXPANDED ACCESS				
390	NCT04360278	PLASMA COLLECTION FROM CONVALESCENT AND/OR IMMUNIZED DONORS FOR THE TREATMENT OF COVID-19	NATIONAL INSTITUTES OF HEALTH CLINICAL CENTER, BETHESDA, MARYLAND, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT		1500.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04360278	UNITED STATES OF AMERICA	MARYLAND	NATIONAL INSTITUTES OF HEALTH CLINICAL CENTER	2020-04-01	2030-04-01	2020-04-01	2020-09-01	NIH	OBSERVATIONAL	3652.0	120.0	5 - 10 years	1001 - 5000
391	NCT04319315	SOCIAL MEDIA EFFECT ON KNOWLEDGE DISSEMINATION DURING COVID-19 VIRUS OUTBREAK	ASSIUT UNIVERSITY HOSPITALS, ASSIUT, EGYPT	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT		400.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04319315	EGYPT	ASSIUT	ASSIUT UNIVERSITY HOSPITALS	2020-03-01	2020-04-01	2020-03-01	2020-04-01	OTHER	OBSERVATIONAL	31.0	1.0	1 - 3 months	201 - 500
